序号,转换后JH,JX,Dogleg Severity,status
4541,B64-X76,1.52,0.0353,0
4542,B64-X76,1.54,0.0601,0
4543,B64-X76,1.49,0.0623,0
4544,B64-X76,1.44,0.0477,0
4545,B64-X76,1.41,0.087,0
4546,B64-X76,1.46,0.0827,0
4547,B64-X76,1.51,0.0436,0
4548,B64-X76,1.54,0.0108,0
4549,B64-X76,1.53,0.0104,0
4550,B64-X76,1.54,0.188,0
4551,B64-X76,1.72,0.177,0
4552,B64-X76,1.89,0.491,0
4553,B64-X76,1.49,2.21,0
4554,B64-X76,2.91,4.88,1
4555,B64-X76,4.48,4.19,1
4556,B64-X76,5.8,4.3,1
4557,B64-X76,7.15,3.95,1
4558,B64-X76,8.39,4.44,1
4559,B64-X76,9.78,4.4,1
4560,B64-X76,11.13,4.81,1
4561,B64-X76,12.64,5.12,1
4562,B64-X76,14.25,5.08,1
4563,B64-X76,15.87,4.87,1
4564,B64-X76,17.45,5.4,1
4565,B64-X76,19.19,5.22,1
4566,B64-X76,20.88,5.08,1
4567,B64-X76,22.46,4.35,1
4568,B64-X76,23.75,4.04,1
4569,B64-X76,24.97,4.36,1
4570,B64-X76,26.24,0.848,1
4571,B64-X76,26.81,2.24,1
4572,B64-X76,28.92,0.231,1
4573,B64-X76,28.72,0.232,2
4574,B64-X76,28.52,0.541,2
4575,B64-X76,28.02,0.549,2
4576,B64-X76,27.51,0.257,2
4577,B64-X76,27.28,0.265,2
4578,B64-X76,27.03,0.143,2
4579,B64-X76,26.9,0.146,2
4580,B64-X76,26.76,1.11,2
4581,B64-X76,25.97,2.45,2
4582,B64-X76,27.86,0.698,2
4583,B64-X76,27.33,2.82,2
4584,B64-X76,29.36,0.605,2
4585,B64-X76,29.14,1.25,2
4586,B64-X76,28.87,2.5,2
4587,B64-X76,30.15,0.699,2
4588,B64-X76,29.65,0.709,2
4589,B64-X76,29.14,0.653,2
4590,B64-X76,29.72,0.661,2
4591,B64-X76,30.32,0.585,2
4592,B64-X76,30.23,0.0668,2
4593,B64-X76,30.19,0.591,2
4594,B64-X76,30.67,0.591,2
4595,B64-X76,30.76,0.0935,2
4596,B64-X76,30.85,0.289,2
4597,B64-X76,30.59,0.633,2
4598,B64-X76,31.16,0.323,2
4599,B64-X76,30.89,0.438,2
4600,B64-X76,30.98,0.59,2
4601,B64-X76,30.59,0.452,2
4602,B64-X76,30.28,0.327,2
4603,B64-X76,30.37,0.548,2
4604,B64-X76,29.88,0.539,2
4605,B64-X76,29.4,0.879,2
4606,B64-X76,29.53,1.43,2
4607,B64-X76,30.1,0.522,2
4608,B64-X76,29.62,0.629,2
4609,B64-X76,29.09,1.6,2
4610,B64-X76,27.77,1.98,3
4611,B64-X76,25.93,1.24,3
4612,B64-X76,26.89,2.41,3
4613,B64-X76,28.87,0.355,3
4614,B64-X76,28.81,0.415,3
4615,B64-X76,28.7,0.578,3
4616,B64-X76,28.3,1.06,3
4617,B64-X76,27.42,0.913,3
4618,B64-X76,26.54,0.915,3
4619,B64-X76,25.66,0.231,3
4620,B64-X76,25.71,0.318,3
4621,B64-X76,25.75,1.74,3
4622,B64-X76,24.19,1.63,3
4623,B64-X76,22.63,2.61,3
4624,B64-X76,20.13,0.313,3
4625,B64-X76,20.43,1.4,3
4626,B64-X76,21.09,0.993,3
4627,B64-X76,20.3,2.14,3
4628,B64-X76,18.24,0.139,3
4629,B64-X76,18.37,1.24,3
4630,B64-X76,19.56,1.02,3
4631,B64-X76,18.59,0.744,3
4632,B64-X76,17.93,1.09,3
4633,B64-X76,17.75,1.21,3
4634,B64-X76,17.72,1.21,3
4635,B64-X76,17.62,0.883,3
4636,B64-X76,17.5,0.496,3
4637,B64-X76,17.36,0,3
4638,B64-X76,17.36,0,3
4639,B64-X79,0,0.181,0
4640,B64-X79,0.18,0.0928,0
4641,B64-X79,0.09,0.824,0
4642,B64-X79,0.7,0.0304,0
4643,B64-X79,0.7,0.0632,0
4644,B64-X79,0.75,0.0915,0
4645,B64-X79,0.77,0.0989,0
4646,B64-X79,0.79,0.0402,0
4647,B64-X79,0.82,0.0668,0
4648,B64-X79,0.88,0.0531,0
4649,B64-X79,0.83,0.0502,0
4650,B64-X79,0.82,0.434,0
4651,B64-X79,0.44,2.61,0
4652,B64-X79,2.11,4.64,1
4653,B64-X79,3.6,4.63,1
4654,B64-X79,5.09,4.58,1
4655,B64-X79,6.56,4.51,1
4656,B64-X79,8,4.54,1
4657,B64-X79,9.43,4.57,1
4658,B64-X79,10.86,4.5,1
4659,B64-X79,12.26,4.45,1
4660,B64-X79,13.69,4.49,1
4661,B64-X79,15.13,4.5,1
4662,B64-X79,16.57,5.34,1
4663,B64-X79,18.29,5.7,1
4664,B64-X79,20.12,5.05,1
4665,B64-X79,21.75,4.84,1
4666,B64-X79,23.29,4.86,1
4667,B64-X79,24.84,4.85,1
4668,B64-X79,26.37,4.62,1
4669,B64-X79,27.85,4.61,1
4670,B64-X79,29.33,4.63,1
4671,B64-X79,30.81,4.9,1
4672,B64-X79,32.36,5.12,1
4673,B64-X79,33.93,5.03,1
4674,B64-X79,35.51,0.491,1
4675,B64-X79,35.27,0.493,1
4676,B64-X79,35.02,2.64,1
4677,B64-X79,37.35,0.803,2
4678,B64-X79,37.09,0.267,2
4679,B64-X79,37.18,0.287,2
4680,B64-X79,37.31,0.287,2
4681,B64-X79,37.44,0.0756,2
4682,B64-X79,37.4,0.0797,2
4683,B64-X79,37.35,0.0827,2
4684,B64-X79,37.27,0.718,2
4685,B64-X79,37.09,0.257,2
4686,B64-X79,36.85,0.258,2
4687,B64-X79,36.61,0.259,2
4688,B64-X79,36.37,0.267,2
4689,B64-X79,36.12,0.493,2
4690,B64-X79,36.06,0.433,2
4691,B64-X79,35.99,0.403,2
4692,B64-X79,36.05,0.405,2
4693,B64-X79,36.12,0.661,2
4694,B64-X79,35.77,0.651,2
4695,B64-X79,35.55,0.368,2
4696,B64-X79,35.6,0.364,2
4697,B64-X79,35.64,0.294,2
4698,B64-X79,35.8,0.343,2
4699,B64-X79,35.95,0.241,2
4700,B64-X79,35.91,0.251,2
4701,B64-X79,35.86,0.618,2
4702,B64-X79,35.38,0.407,2
4703,B64-X79,35.55,0.222,2
4704,B64-X79,35.73,0.188,2
4705,B64-X79,35.9,0.547,2
4706,B64-X79,35.57,0.498,2
4707,B64-X79,35.24,0.544,2
4708,B64-X79,35.75,0.534,2
4709,B64-X79,36.25,0.271,2
4710,B64-X79,36.36,0.217,2
4711,B64-X79,36.47,1.91,2
4712,B64-X79,35.07,1.01,2
4713,B64-X79,34.75,0.104,2
4714,B64-X79,34.85,0.214,2
4715,B64-X79,35.02,0.5,2
4716,B64-X79,35.16,0.554,2
4717,B64-X79,35.29,0.332,2
4718,B64-X79,35.02,0.434,2
4719,B64-X79,34.67,0.47,2
4720,B64-X79,35.06,0.38,2
4721,B64-X79,35.42,0.908,2
4722,B64-X79,36.22,0.836,2
4723,B64-X79,36.91,0.378,2
4724,B64-X79,37.25,0.795,2
4725,B64-X79,37.92,3.25,2
4726,B64-X79,35.6,0.812,3
4727,B64-X79,34.82,0.787,3
4728,B64-X79,34.06,1.09,3
4729,B64-X79,35.07,1.29,3
4730,B64-X79,36.04,0.346,3
4731,B64-X79,35.73,1.03,3
4732,B64-X79,34.8,0.755,3
4733,B64-X79,34.19,1.07,3
4734,B64-X79,33.22,1.11,3
4735,B64-X79,32.3,1.04,3
4736,B64-X79,33.29,1.03,3
4737,B64-X79,34.28,1.3,3
4738,B64-X79,33.31,1.38,3
4739,B64-X79,31.99,1.15,3
4740,B64-X79,30.89,1.77,3
4741,B64-X79,29.27,2.16,3
4742,B64-X79,27.33,0.707,3
4743,B64-X79,27.95,0.393,3
4744,B64-X79,27.89,1,3
4745,B64-X79,27.07,0.338,3
4746,B64-X79,26.89,0.324,3
4747,B64-X79,26.59,1,3
4748,B64-X79,27.55,0.515,3
4749,B64-X79,27.82,0.52,3
4750,B64-X79,27.64,0.165,3
4751,B64-X79,27.52,0.175,3
4752,B64-X79,27.51,0.53,3
4753,B64-X79,27.8,0.116,3
4754,B64-X79,27.86,0.178,3
4755,B64-X79,27.96,0.201,3
4756,B64-X79,27.98,0,3
4757,B64-X79,27.98,0,3
4758,B64-X81,0,0.554,0
4759,B64-X81,0.55,0.324,0
4760,B64-X81,0.75,0.315,0
4761,B64-X81,0.53,0.235,0
4762,B64-X81,0.48,0.879,0
4763,B64-X81,0.53,0.261,0
4764,B64-X81,0.62,0.375,0
4765,B64-X81,0.53,0.247,0
4766,B64-X81,0.7,0.306,0
4767,B64-X81,0.44,1.64,0
4768,B64-X81,1.67,0.219,0
4769,B64-X81,1.56,0.541,0
4770,B64-X81,1.92,0.349,0
4771,B64-X81,1.76,0.391,0
4772,B64-X81,1.49,0.203,0
4773,B64-X81,1.67,0.208,0
4774,B64-X81,1.85,0.464,0
4775,B64-X81,1.41,1.88,0
4776,B64-X81,1.95,0.142,0
4777,B64-X81,1.93,0.259,0
4778,B64-X81,1.98,1.24,0
4779,B64-X81,0.79,0.191,0
4780,B64-X81,0.83,0.338,0
4781,B64-X81,0.59,0.291,0
4782,B64-X81,0.35,0.0735,0
4783,B64-X81,0.4,0.0721,0
4784,B64-X81,0.44,0.251,0
4785,B64-X81,0.53,0.327,0
4786,B64-X81,0.62,1.71,0
4787,B64-X81,1.14,0.252,0
4788,B64-X81,1.32,0.518,0
4789,B64-X81,1.71,0.107,0
4790,B64-X81,1.63,0.0999,0
4791,B64-X81,1.54,0.136,0
4792,B64-X81,1.62,0.143,0
4793,B64-X81,1.71,0.231,0
4794,B64-X81,1.49,0.367,0
4795,B64-X81,1.67,0.173,0
4796,B64-X81,1.63,1.07,0
4797,B64-X81,1.89,4.42,0
4798,B64-X81,2.93,3.84,1
4799,B64-X81,3.96,3.78,1
4800,B64-X81,5.01,4.43,1
4801,B64-X81,6.03,3.46,1
4802,B64-X81,7.08,3.04,1
4803,B64-X81,8.04,4.02,1
4804,B64-X81,9.33,4.47,1
4805,B64-X81,10.72,4.45,1
4806,B64-X81,12.08,3.61,1
4807,B64-X81,13.15,3.44,1
4808,B64-X81,14.22,3.18,1
4809,B64-X81,15.21,4.28,1
4810,B64-X81,16.56,4.33,1
4811,B64-X81,17.93,4.15,1
4812,B64-X81,19.25,3.15,1
4813,B64-X81,20.01,3.06,1
4814,B64-X81,20.57,2.66,1
4815,B64-X81,21.09,3.33,1
4816,B64-X81,22.15,3.24,1
4817,B64-X81,23.16,3.31,1
4818,B64-X81,24.17,4.59,1
4819,B64-X81,25.53,5.21,1
4820,B64-X81,26.89,4.44,1
4821,B64-X81,28.31,2.67,1
4822,B64-X81,30.85,0.837,1
4823,B64-X81,31.64,0.604,2
4824,B64-X81,31.46,0.779,2
4825,B64-X81,30.98,0.737,2
4826,B64-X81,31.68,0.72,2
4827,B64-X81,32.34,0.51,2
4828,B64-X81,32.43,0.799,2
4829,B64-X81,31.73,1.26,2
4830,B64-X81,30.54,0.692,2
4831,B64-X81,31.2,0.0941,2
4832,B64-X81,31.29,0.759,2
4833,B64-X81,31.95,0.532,2
4834,B64-X81,32.3,1.2,2
4835,B64-X81,31.38,0.913,2
4836,B64-X81,31.99,0.67,2
4837,B64-X81,31.55,0.705,2
4838,B64-X81,31.51,0.873,2
4839,B64-X81,30.67,1.05,3
4840,B64-X81,29.66,1.1,3
4841,B64-X81,28.61,1.44,3
4842,B64-X81,27.51,2.01,3
4843,B64-X81,27.33,0.969,3
4844,B64-X81,26.41,0.959,3
4845,B64-X81,25.49,1.51,3
4846,B64-X81,26.94,1.22,3
4847,B64-X81,27.55,1.15,3
4848,B64-X81,26.5,1.56,3
4849,B64-X81,25.05,0.692,3
4850,B64-X81,24.48,1.76,3
4851,B64-X81,26.06,1.05,3
4852,B64-X81,25.07,1.06,3
4853,B64-X81,24.08,0.531,3
4854,B64-X81,23.77,0.819,3
4855,B64-X81,24.52,1.61,3
4856,B64-X81,22.98,1.54,3
4857,B64-X81,21.58,1.84,3
4858,B64-X81,19.82,1.57,3
4859,B64-X81,18.33,0.461,3
4860,B64-X81,18.28,1.7,3
4861,B64-X81,19.91,2.09,3
4862,B64-X81,21.88,1.04,3
4863,B64-X81,20.92,0.844,3
4864,B64-X81,20.17,0.791,3
4865,B64-X81,19.93,0.774,3
4866,B64-X81,19.73,0.801,3
4867,B64-X81,19.29,0.445,3
4868,B64-X81,19.12,0.43,3
4869,B64-X81,18.8,0.387,3
4870,B64-X81,18.5,0.433,3
4871,B64-X81,18.17,0.1,3
4872,B64-X81,18.15,0,3
4873,B64-X81,18.15,0,3
4874,B64-X87,0,0.322,0
4875,B64-X87,0.32,0.273,0
4876,B64-X87,0.53,0.0425,0
4877,B64-X87,0.57,0.626,0
4878,B64-X87,0.92,0.338,0
4879,B64-X87,1.21,0.341,0
4880,B64-X87,1.49,1.31,0
4881,B64-X87,0.97,0.857,0
4882,B64-X87,0.44,1.22,0
4883,B64-X87,1.19,0.441,0
4884,B64-X87,1.23,1.76,0
4885,B64-X87,1.83,0.381,0
4886,B64-X87,1.86,0.456,0
4887,B64-X87,1.71,0.608,0
4888,B64-X87,1.14,0.303,0
4889,B64-X87,1.01,0.139,0
4890,B64-X87,1.14,0.342,0
4891,B64-X87,1.36,0.726,0
4892,B64-X87,0.66,1.14,0
4893,B64-X87,1.1,3.7,0
4894,B64-X87,2.79,4.64,1
4895,B64-X87,4.22,5.22,1
4896,B64-X87,5.86,5.41,1
4897,B64-X87,7.53,5.02,1
4898,B64-X87,9.05,4.64,1
4899,B64-X87,10.5,4.69,1
4900,B64-X87,11.98,4.31,1
4901,B64-X87,13.36,3.93,1
4902,B64-X87,14.52,4.01,1
4903,B64-X87,15.66,4.7,1
4904,B64-X87,16.88,4.7,1
4905,B64-X87,18.36,5.05,1
4906,B64-X87,19.96,4.96,1
4907,B64-X87,21.49,4.84,1
4908,B64-X87,23.04,4.91,1
4909,B64-X87,24.62,4.76,1
4910,B64-X87,26.15,5.09,1
4911,B64-X87,27.76,6.53,1
4912,B64-X87,29.83,5.83,1
4913,B64-X87,31.68,4.84,1
4914,B64-X87,33.23,4.91,1
4915,B64-X87,34.76,4.85,1
4916,B64-X87,36.3,0.365,1
4917,B64-X87,36.04,0.326,2
4918,B64-X87,36.17,0.126,2
4919,B64-X87,36.2,0.212,2
4920,B64-X87,36.3,2.16,2
4921,B64-X87,36.08,0.538,2
4922,B64-X87,35.62,0.514,2
4923,B64-X87,35.16,0.296,2
4924,B64-X87,34.9,0.367,2
4925,B64-X87,34.63,0.489,2
4926,B64-X87,34.19,0.49,2
4927,B64-X87,33.75,0.389,2
4928,B64-X87,33.5,0.44,2
4929,B64-X87,33.18,0.277,2
4930,B64-X87,33.03,0.282,2
4931,B64-X87,32.87,0.667,2
4932,B64-X87,32.52,0.391,2
4933,B64-X87,32.21,0.0761,2
4934,B64-X87,32.26,0.0697,2
4935,B64-X87,32.3,0.209,2
4936,B64-X87,32.43,0.311,2
4937,B64-X87,32.56,0.239,2
4938,B64-X87,32.36,0.272,2
4939,B64-X87,32.12,0.39,2
4940,B64-X87,31.75,0.338,2
4941,B64-X87,31.43,0.245,2
4942,B64-X87,31.2,3.21,2
4943,B64-X87,34.01,0.145,2
4944,B64-X87,33.87,0.17,2
4945,B64-X87,33.75,0.275,2
4946,B64-X87,33.49,0.384,2
4947,B64-X87,33.84,0.246,2
4948,B64-X87,33.76,0.304,2
4949,B64-X87,33.52,0.247,2
4950,B64-X87,33.35,0.423,2
4951,B64-X87,33.05,2.29,2
4952,B64-X87,35.07,0.402,2
4953,B64-X87,35.33,0.0934,2
4954,B64-X87,35.24,0.251,2
4955,B64-X87,35.31,0.252,2
4956,B64-X87,35.38,0.481,2
4957,B64-X87,34.95,0.523,2
4958,B64-X87,34.5,2.06,2
4959,B64-X87,36.17,0.241,2
4960,B64-X87,36.02,0.533,2
4961,B64-X87,35.51,0.83,2
4962,B64-X87,34.73,0.861,2
4963,B64-X87,33.93,0.62,2
4964,B64-X87,33.4,0.46,2
4965,B64-X87,32.96,0.605,2
4966,B64-X87,32.39,1.16,2
4967,B64-X87,33.49,0.471,2
4968,B64-X87,33.93,0.461,2
4969,B64-X87,33.49,0.557,2
4970,B64-X87,33,0.256,2
4971,B64-X87,32.78,0.497,2
4972,B64-X87,33.13,0.101,2
4973,B64-X87,33.05,0.677,2
4974,B64-X87,32.56,1.24,3
4975,B64-X87,31.73,1.35,3
4976,B64-X87,30.5,1.06,3
4977,B64-X87,29.49,0.704,3
4978,B64-X87,29.08,0.985,3
4979,B64-X87,28.26,0.593,3
4980,B64-X87,27.69,1.14,3
4981,B64-X87,28.74,0.135,3
4982,B64-X87,28.61,0.751,3
4983,B64-X87,28.39,0.739,3
4984,B64-X87,28.25,1.52,3
4985,B64-X87,29.22,0.603,3
4986,B64-X87,29,0.86,3
4987,B64-X87,29.05,0.51,3
4988,B64-X87,29.4,0.328,3
4989,B64-X87,29.52,0,3
4990,B64-X87,29.52,0,3
4991,B64-X88,0,0.211,0
4992,B64-X88,0.21,0.108,0
4993,B64-X88,0.28,0.157,0
4994,B64-X88,0.36,0.0602,0
4995,B64-X88,0.4,2.3,0
4996,B64-X88,1.76,0.158,0
4997,B64-X88,1.88,0.123,0
4998,B64-X88,1.95,0.0661,0
4999,B64-X88,1.92,0.063,0
5000,B64-X88,1.98,0.0409,0
5001,B64-X88,1.97,0.0198,0
5002,B64-X88,1.98,0.503,0
5003,B64-X88,2.31,1.18,0
5004,B64-X88,1.2,0.194,0
5005,B64-X88,1.02,0.0949,0
5006,B64-X88,0.94,0.124,0
5007,B64-X88,1.05,2.3,0
5008,B64-X88,1.73,2.23,0
5009,B64-X88,2.24,4.09,1
5010,B64-X88,3.48,4.69,1
5011,B64-X88,4.87,4.23,1
5012,B64-X88,5.98,4.97,1
5013,B64-X88,7.48,6.81,1
5014,B64-X88,9.56,5.98,1
5015,B64-X88,11.21,4.68,1
5016,B64-X88,12.63,4.67,1
5017,B64-X88,14.07,4.75,1
5018,B64-X88,15.51,4.6,1
5019,B64-X88,16.91,4.83,1
5020,B64-X88,18.31,4.8,1
5021,B64-X88,19.73,4.7,1
5022,B64-X88,21.23,4.89,1
5023,B64-X88,22.77,4.24,1
5024,B64-X88,24.13,4.93,1
5025,B64-X88,25.71,4.89,1
5026,B64-X88,27.28,4.82,1
5027,B64-X88,28.61,4.85,1
5028,B64-X88,30.12,5.03,1
5029,B64-X88,31.68,4.96,1
5030,B64-X88,33.22,5.11,1
5031,B64-X88,34.8,5.28,1
5032,B64-X88,36.43,4.78,1
5033,B64-X88,37.97,1.55,1
5034,B64-X88,39.25,1.51,2
5035,B64-X88,39.6,0.436,2
5036,B64-X88,39.43,0.442,2
5037,B64-X88,39.22,0.385,2
5038,B64-X88,39.03,0.476,2
5039,B64-X88,38.59,0.189,2
5040,B64-X88,38.72,0.542,2
5041,B64-X88,38.36,0.417,2
5042,B64-X88,37.98,2.07,2
5043,B64-X88,37.26,0.515,2
5044,B64-X88,36.83,0.19,2
5045,B64-X88,36.66,0.149,2
5046,B64-X88,36.79,0.416,2
5047,B64-X88,36.41,0.432,2
5048,B64-X88,36,0.395,2
5049,B64-X88,36.13,0.395,2
5050,B64-X88,36.26,0.387,2
5051,B64-X88,36.03,0.317,2
5052,B64-X88,35.78,0.787,2
5053,B64-X88,36.48,0.376,2
5054,B64-X88,36.79,0.391,2
5055,B64-X88,36.46,0.392,2
5056,B64-X88,36.13,0.302,2
5057,B64-X88,35.96,0.438,2
5058,B64-X88,35.74,1.79,2
5059,B64-X88,36.22,0.617,2
5060,B64-X88,35.87,0.13,2
5061,B64-X88,35.76,0.129,2
5062,B64-X88,35.65,0.558,2
5063,B64-X88,36.13,0.56,2
5064,B64-X88,36.61,0.723,2
5065,B64-X88,36.59,0.867,2
5066,B64-X88,36.57,1.87,2
5067,B64-X88,36.12,1.12,2
5068,B64-X88,35.74,0.359,2
5069,B64-X88,35.92,0.33,2
5070,B64-X88,36.13,0.568,2
5071,B64-X88,36.67,1.37,2
5072,B64-X88,37.05,0.318,2
5073,B64-X88,37.09,0.383,2
5074,B64-X88,37.14,0.762,2
5075,B64-X88,37.86,0.787,2
5076,B64-X88,38.59,0.545,2
5077,B64-X88,38.31,0.522,2
5078,B64-X88,38.06,0.365,2
5079,B64-X88,37.89,0.487,2
5080,B64-X88,37.71,0.982,2
5081,B64-X88,36.79,1.65,2
5082,B64-X88,38.33,1,2
5083,B64-X88,39.21,0.473,2
5084,B64-X88,38.83,0.543,2
5085,B64-X88,38.37,1.09,2
5086,B64-X88,37.71,0.592,2
5087,B64-X88,37.23,2.56,2
5088,B64-X88,39.37,3.04,2
5089,B64-X88,40.85,0.305,2
5090,B64-X88,40.97,0.137,2
5091,B64-X88,40.96,0.138,2
5092,B64-X88,40.94,0.14,2
5093,B64-X88,40.92,0.021,2
5094,B64-X88,40.9,0.145,2
5095,B64-X88,40.85,0.45,2
5096,B64-X88,41.26,1.02,2
5097,B64-X88,40.95,3.19,2
5098,B64-X88,39.78,1.04,2
5099,B64-X88,39.07,0.644,2
5100,B64-X88,38.5,1.22,2
5101,B64-X88,37.97,0.477,2
5102,B64-X88,37.53,0.347,2
5103,B64-X88,37.22,1.18,2
5104,B64-X88,36.35,1.18,2
5105,B64-X88,35.52,0.522,2
5106,B64-X88,35.03,1.68,2
5107,B64-X88,34.52,1.68,2
5108,B64-X88,34.08,1.27,2
5109,B64-X88,35.25,1.16,2
5110,B64-X88,36.19,1.27,2
5111,B64-X88,37.3,1.27,2
5112,B64-X88,38.38,0.746,2
5113,B64-X88,37.67,2.69,2
5114,B64-X88,35.13,0.544,2
5115,B64-X88,34.65,0,2
5116,B64-X88,34.65,0,2
5117,B64-X90,0,0.483,0
5118,B64-X90,0.48,0.43,0
5119,B64-X90,0.09,0.366,0
5120,B64-X90,0.44,0.634,0
5121,B64-X90,0.9,0.85,0
5122,B64-X90,1.36,0.529,0
5123,B64-X90,1.03,0.451,0
5124,B64-X90,0.7,0.54,0
5125,B64-X90,1.19,0.302,0
5126,B64-X90,1.45,0.221,0
5127,B64-X90,1.63,0.349,0
5128,B64-X90,1.54,0.301,0
5129,B64-X90,1.71,1.22,0
5130,B64-X90,2.68,0.132,0
5131,B64-X90,2.61,0.15,0
5132,B64-X90,2.5,0.218,0
5133,B64-X90,2.29,0.392,0
5134,B64-X90,2.29,0.878,0
5135,B64-X90,2.72,3.52,0
5136,B64-X90,3.85,3.49,1
5137,B64-X90,4.97,3.56,1
5138,B64-X90,6.11,3.72,1
5139,B64-X90,7.31,3.84,1
5140,B64-X90,8.51,3.76,1
5141,B64-X90,9.71,4.28,1
5142,B64-X90,11.08,4.33,1
5143,B64-X90,12.46,4.31,1
5144,B64-X90,13.84,4.62,1
5145,B64-X90,15.3,4.55,1
5146,B64-X90,16.77,4.58,1
5147,B64-X90,18.24,4.95,1
5148,B64-X90,19.79,4.98,1
5149,B64-X90,21.35,5.04,1
5150,B64-X90,22.9,4.59,1
5151,B64-X90,24.32,4.5,1
5152,B64-X90,25.74,4.57,1
5153,B64-X90,27.16,4.79,1
5154,B64-X90,28.69,4.83,1
5155,B64-X90,30.23,4.83,1
5156,B64-X90,31.77,5.01,1
5157,B64-X90,33.35,5.08,1
5158,B64-X90,34.93,5.05,1
5159,B64-X90,36.52,0.455,1
5160,B64-X90,36.1,0.453,2
5161,B64-X90,35.68,0.912,2
5162,B64-X90,34.81,0.926,2
5163,B64-X90,33.93,1.87,2
5164,B64-X90,34.67,3.59,2
5165,B64-X90,35.73,0.148,2
5166,B64-X90,35.6,0.146,2
5167,B64-X90,35.46,0.591,2
5168,B64-X90,34.94,0.599,2
5169,B64-X90,34.41,0.57,2
5170,B64-X90,34.72,1.85,2
5171,B64-X90,33.22,1.27,2
5172,B64-X90,34.41,0.826,2
5173,B64-X90,35.2,0.928,2
5174,B64-X90,36.08,0.125,2
5175,B64-X90,36.06,2.54,2
5176,B64-X90,33.74,0.563,2
5177,B64-X90,33.31,0.305,2
5178,B64-X90,33.18,0.369,2
5179,B64-X90,33.05,3.35,2
5180,B64-X90,36.25,1.17,2
5181,B64-X90,36.34,0.0623,2
5182,B64-X90,36.34,0.874,2
5183,B64-X90,35.64,1.19,2
5184,B64-X90,35.07,0.0675,2
5185,B64-X90,35.04,0.121,2
5186,B64-X90,35.02,0.252,2
5187,B64-X90,34.94,0.474,2
5188,B64-X90,34.72,0.47,2
5189,B64-X90,35.07,0.257,2
5190,B64-X90,34.85,0.127,2
5191,B64-X90,34.89,0.125,2
5192,B64-X90,35.01,0.12,2
5193,B64-X90,35.11,0.0866,2
5194,B64-X90,35.05,0.0942,2
5195,B64-X90,34.98,0.511,2
5196,B64-X90,35.16,0.402,2
5197,B64-X90,35.42,0.262,2
5198,B64-X90,35.52,0.272,2
5199,B64-X90,35.64,0.282,2
5200,B64-X90,35.91,0.13,2
5201,B64-X90,36.02,0.0872,2
5202,B64-X90,36.08,0.0944,2
5203,B64-X90,36.17,0.227,2
5204,B64-X90,35.96,0.291,2
5205,B64-X90,35.68,0.592,2
5206,B64-X90,35.11,0.602,2
5207,B64-X90,34.54,0.779,3
5208,B64-X90,33.79,0.828,3
5209,B64-X90,33,1.63,3
5210,B64-X90,31.86,0.195,3
5211,B64-X90,32.04,0.762,3
5212,B64-X90,32.48,0.432,3
5213,B64-X90,32.3,0.312,3
5214,B64-X90,32.16,0.255,3
5215,B64-X90,32.04,0.717,3
5216,B64-X90,32.08,0.788,3
5217,B64-X90,31.42,0.72,3
5218,B64-X90,31.11,1.02,3
5219,B64-X90,30.2,1.52,3
5220,B64-X90,28.87,0.987,3
5221,B64-X90,27.93,1.02,3
5222,B64-X90,26.98,0.461,3
5223,B64-X90,26.72,0.36,3
5224,B64-X90,26.5,0.356,3
5225,B64-X90,26.76,0.654,3
5226,B64-X90,26.13,0.759,3
5227,B64-X90,25.49,1.13,3
5228,B64-X90,25.51,1.12,3
5229,B64-X90,25.62,1.26,3
5230,B64-X90,25.05,0.377,3
5231,B64-X90,24.92,0.398,3
5232,B64-X90,24.87,0.447,3
5233,B64-X90,24.85,0,3
5234,B64-X90,24.85,0,3
5235,B64-XG10,0,0.0699,0
5236,B64-XG10,0.54,0.711,0
5237,B64-XG10,0.53,0.568,0
5238,B64-XG10,0.38,0.0684,0
5239,B64-XG10,0.33,0.142,0
5240,B64-XG10,0.4,0.2,0
5241,B64-XG10,0.32,0.129,0
5242,B64-XG10,0.4,0.0927,0
5243,B64-XG10,0.44,0.0411,0
5244,B64-XG10,0.44,0.231,0
5245,B64-XG10,0.3,0.137,0
5246,B64-XG10,0.17,0.084,0
5247,B64-XG10,0.11,0.197,0
5248,B64-XG10,0.1,0.27,0
5249,B64-XG10,0.28,0.0351,0
5250,B64-XG10,0.31,0.385,0
5251,B64-XG10,0.36,0.173,0
5252,B64-XG10,0.45,0.0295,0
5253,B64-XG10,0.43,0.0911,0
5254,B64-XG10,0.38,0.123,0
5255,B64-XG10,0.27,0.322,0
5256,B64-XG10,0.17,0.247,0
5257,B64-XG10,0.32,0.0153,0
5258,B64-XG10,0.31,0.167,0
5259,B64-XG10,0.23,0.1,0
5260,B64-XG10,0.26,0.0454,0
5261,B64-XG10,0.24,0.0249,0
5262,B64-XG10,0.25,0.0987,0
5263,B64-XG10,0.25,0.139,0
5264,B64-XG10,0.38,0.0772,0
5265,B64-XG10,0.33,0.142,0
5266,B64-XG10,0.36,0.0871,0
5267,B64-XG10,0.37,0.0356,0
5268,B64-XG10,0.36,0.181,0
5269,B64-XG10,0.21,0.186,0
5270,B64-XG10,0.35,0.245,0
5271,B64-XG10,0.45,0.147,0
5272,B64-XG10,0.59,0.159,0
5273,B64-XG10,0.73,0.255,0
