序号,转换后JH,JX,Dogleg Severity,status
3800,B64-X55,25.1,0.314,2
3801,B64-X55,24.8,0.619,2
3802,B64-X55,24.7,1.34,2
3803,B64-X55,25.3,0.383,2
3804,B64-X55,25,0.835,2
3805,B64-X55,25.8,0.25,2
3806,B64-X55,26,0.228,2
3807,B64-X55,26.2,0.507,2
3808,B64-X55,26.2,0.586,2
3809,B64-X55,25.8,0.272,2
3810,B64-X55,25.8,0.641,2
3811,B64-X55,26.4,0.254,2
3812,B64-X55,26.3,0.384,2
3813,B64-X55,26.2,0.213,2
3814,B64-X55,26,0.251,2
3815,B64-X55,25.9,0.546,2
3816,B64-X55,25.9,0.468,2
3817,B64-X55,26,0.47,2
3818,B64-X55,26.1,0.836,2
3819,B64-X55,26.9,0.48,2
3820,B64-X55,27.3,0.737,2
3821,B64-X55,28,0.358,2
3822,B64-X55,27.9,0.649,2
3823,B64-X55,27.4,0.627,2
3824,B64-X55,26.8,0.951,2
3825,B64-X55,25.9,1.01,2
3826,B64-X55,26.3,0.312,2
3827,B64-X55,26.5,0.765,2
3828,B64-X55,25.8,0.664,2
3829,B64-X55,26.3,0.59,2
3830,B64-X55,25.8,0.942,2
3831,B64-X55,24.9,0.971,2
3832,B64-X55,24.8,1.03,2
3833,B64-X55,23.9,0.735,2
3834,B64-X55,24.6,0.75,2
3835,B64-X55,25.3,0.628,2
3836,B64-X55,25.9,1.08,2
3837,B64-X55,26.9,0.368,2
3838,B64-X55,27.2,1.13,2
3839,B64-X55,26.2,0.278,2
3840,B64-X55,26,0.524,2
3841,B64-X55,26.5,0.573,2
3842,B64-X55,27,0,2
3843,B64-X55,27,0,2
3844,B64-X56,0,1.6,0
3845,B64-X56,0.65,0.0115,0
3846,B64-X56,0.66,0.137,0
3847,B64-X56,0.59,0.029,0
3848,B64-X56,0.61,0.0222,0
3849,B64-X56,0.63,0.0731,0
3850,B64-X56,0.68,0.0974,0
3851,B64-X56,0.62,0.125,0
3852,B64-X56,0.62,0.117,0
3853,B64-X56,0.51,0.0565,0
3854,B64-X56,0.52,0.174,0
3855,B64-X56,0.36,0.71,0
3856,B64-X56,0.8,0.488,0
3857,B64-X56,0.9,5.69,0
3858,B64-X56,2.7,5.74,1
3859,B64-X56,4.5,3.44,1
3860,B64-X56,5.6,5.39,1
3861,B64-X56,7.3,4.68,1
3862,B64-X56,8.8,2.52,1
3863,B64-X56,9.6,4.06,1
3864,B64-X56,10.6,3.06,1
3865,B64-X56,11,5.58,1
3866,B64-X56,12.6,5.13,1
3867,B64-X56,14.2,3.49,1
3868,B64-X56,15.3,4.63,1
3869,B64-X56,16.7,4.57,1
3870,B64-X56,17.7,3.53,1
3871,B64-X56,18.8,4.73,1
3872,B64-X56,20.3,1.09,1
3873,B64-X56,20.6,1.27,1
3874,B64-X56,21,2.22,1
3875,B64-X56,21.7,4.99,1
3876,B64-X56,23.3,5,1
3877,B64-X56,24.9,3.49,1
3878,B64-X56,25.9,4.61,1
3879,B64-X56,27.3,3.98,1
3880,B64-X56,28.5,3.5,1
3881,B64-X56,29.6,2.6,1
3882,B64-X56,30.4,3.58,1
3883,B64-X56,31.5,3.56,1
3884,B64-X56,32.6,3.17,1
3885,B64-X56,33.6,1.81,1
3886,B64-X56,34.1,4.54,1
3887,B64-X56,35.5,3.84,1
3888,B64-X56,36.6,0.963,1
3889,B64-X56,35.7,0.833,2
3890,B64-X56,36.5,0.364,2
3891,B64-X56,36.8,0.331,2
3892,B64-X56,36.7,1.21,2
3893,B64-X56,35.6,1.54,2
3894,B64-X56,37,0.603,2
3895,B64-X56,37.2,0.758,2
3896,B64-X56,36.5,1.08,2
3897,B64-X56,37.3,0.219,2
3898,B64-X56,37.2,0.219,2
3899,B64-X56,37.1,1.19,2
3900,B64-X56,36.1,1.48,2
3901,B64-X56,37.2,0.126,2
3902,B64-X56,37.2,0.571,2
3903,B64-X56,37.2,1.91,2
3904,B64-X56,39,1.27,2
3905,B64-X56,37.8,0.846,2
3906,B64-X56,37,2.32,2
3907,B64-X56,39,0.637,2
3908,B64-X56,38.4,0.735,2
3909,B64-X56,37.7,2.06,2
3910,B64-X56,38.9,1.05,2
3911,B64-X56,37.9,0.834,2
3912,B64-X56,37.1,1.34,2
3913,B64-X56,38.3,0.193,2
3914,B64-X56,38.3,1.16,2
3915,B64-X56,37.2,1.97,2
3916,B64-X56,38.5,0.444,2
3917,B64-X56,38.7,0.443,2
3918,B64-X56,38.5,0.313,2
3919,B64-X56,38.2,0.244,2
3920,B64-X56,38,0.679,2
3921,B64-X56,37.4,1.29,2
3922,B64-X56,38.6,0.123,2
3923,B64-X56,38.5,0.324,2
3924,B64-X56,38.5,0.53,2
3925,B64-X56,38.1,0.497,2
3926,B64-X56,37.9,0.123,2
3927,B64-X56,38,0.221,2
3928,B64-X56,38.2,0.334,2
3929,B64-X56,38,0.0648,2
3930,B64-X56,38,0.0641,2
3931,B64-X56,38,0.165,2
3932,B64-X56,37.9,1.45,2
3933,B64-X56,36.9,0.6,2
3934,B64-X56,36.7,0.776,2
3935,B64-X56,36.2,0.488,2
3936,B64-X56,36.5,0.977,2
3937,B64-X56,37.3,0.284,2
3938,B64-X56,37.5,0.617,2
3939,B64-X56,37.1,0.772,2
3940,B64-X56,37.6,0.282,2
3941,B64-X56,37.4,0.219,2
3942,B64-X56,37.2,0.216,2
3943,B64-X56,37.3,0.243,2
3944,B64-X56,37.1,0.166,2
3945,B64-X56,37,0.163,2
3946,B64-X56,36.9,0.622,2
3947,B64-X56,37.5,0.33,2
3948,B64-X56,37.7,0.536,2
3949,B64-X56,37.2,0.255,2
3950,B64-X56,37.2,0.377,2
3951,B64-X56,37,0.801,2
3952,B64-X56,36.4,0.791,2
3953,B64-X56,36,0.439,2
3954,B64-X56,35.7,0.964,3
3955,B64-X56,34.8,1.27,3
3956,B64-X56,33.6,1.05,3
3957,B64-X56,32.6,1.12,3
3958,B64-X56,31.9,0.639,3
3959,B64-X56,31.6,0.119,3
3960,B64-X56,31.5,0.163,3
3961,B64-X56,31.5,0.39,3
3962,B64-X56,31.6,0.0547,3
3963,B64-X56,31.6,0.171,3
3964,B64-X56,31.5,0.339,3
3965,B64-X56,31.6,0.339,3
3966,B64-X58,0,1.89,0
3967,B64-X58,0.33,0.249,0
3968,B64-X58,0.3,0.162,0
3969,B64-X58,0.27,0.0843,0
3970,B64-X58,0.25,0.0585,0
3971,B64-X58,0.24,0.0489,0
3972,B64-X58,0.21,0.0675,0
3973,B64-X58,0.27,0.0265,0
3974,B64-X58,0.25,0.252,0
3975,B64-X58,0.4,0.216,0
3976,B64-X58,0.5,0.148,0
3977,B64-X58,0.6,0.111,0
3978,B64-X58,0.7,0.0336,0
3979,B64-X58,0.7,0.139,0
3980,B64-X58,0.8,0.216,0
3981,B64-X58,0.6,0.0111,0
3982,B64-X58,0.6,0.209,0
3983,B64-X58,0.8,0.00263,0
3984,B64-X58,0.8,0.209,0
3985,B64-X58,0.6,0.00655,0
3986,B64-X58,0.6,0.105,0
3987,B64-X58,0.7,0.313,0
3988,B64-X58,1,0.0134,0
3989,B64-X58,1,0.211,0
3990,B64-X58,0.8,0.419,0
3991,B64-X58,1.2,0.315,0
3992,B64-X58,1.5,0.209,0
3993,B64-X58,1.3,0.105,0
3994,B64-X58,1.2,0.732,0
3995,B64-X58,1.9,5.21,0
3996,B64-X58,6.9,4.39,1
3997,B64-X58,11.1,3.81,1
3998,B64-X58,14.7,3.91,1
3999,B64-X58,18.4,4.62,1
4000,B64-X58,22.8,3.34,1
4001,B64-X58,26,1.07,1
4002,B64-X58,27,1.69,1
4003,B64-X58,28.6,0.171,2
4004,B64-X58,28.5,0.242,2
4005,B64-X58,28.3,0.138,2
4006,B64-X58,28.2,0.222,2
4007,B64-X58,28.4,0.423,2
4008,B64-X58,28.8,0.11,2
4009,B64-X58,28.9,0.418,2
4010,B64-X58,28.5,0.114,2
4011,B64-X58,28.4,0.731,2
4012,B64-X58,29.1,1.77,2
4013,B64-X58,27.4,0.108,2
4014,B64-X58,27.3,0.212,2
4015,B64-X58,27.1,0.211,2
4016,B64-X58,27.3,0.418,2
4017,B64-X58,27.7,0.209,2
4018,B64-X58,27.9,0.21,2
4019,B64-X58,28.1,0.106,2
4020,B64-X58,28,0.314,2
4021,B64-X58,28.3,0.106,2
4022,B64-X58,28.4,1.36,2
4023,B64-X58,27.1,0.521,2
4024,B64-X58,26.6,0.522,2
4025,B64-X58,26.1,0.0138,2
4026,B64-X58,26.1,0.313,2
4027,B64-X58,26.4,0.106,2
4028,B64-X58,26.3,0.418,2
4029,B64-X58,25.9,0.108,2
4030,B64-X58,26,0.108,2
4031,B64-X58,25.9,0.212,2
4032,B64-X58,25.7,0.0362,2
4033,B64-X58,25.7,0.211,2
4034,B64-X58,25.5,0.523,2
4035,B64-X58,25,0.11,2
4036,B64-X58,24.9,0.419,2
4037,B64-X58,24.5,0.314,2
4038,B64-X58,24.8,0.625,2
4039,B64-X58,24.2,0.417,2
4040,B64-X58,24.6,0.105,2
4041,B64-X58,24.7,0.626,2
4042,B64-X58,24.1,2.51,2
4043,B64-X58,26.5,1.46,2
4044,B64-X58,27.9,1.04,2
4045,B64-X58,26.9,0.73,2
4046,B64-X58,26.2,1.36,2
4047,B64-X58,24.9,1.05,2
4048,B64-X58,25.9,0.105,2
4049,B64-X58,25.8,0.314,2
4050,B64-X58,25.5,0.211,2
4051,B64-X58,25.3,0.94,2
4052,B64-X58,26.2,1.25,2
4053,B64-X58,27.4,0.631,2
4054,B64-X58,28,0.63,2
4055,B64-X58,28.6,0.452,2
4056,B64-X58,29,0.452,2
4057,B64-X60,0,0.76,0
4058,B64-X60,0.5,0.0273,0
4059,B64-X60,0.5,0.0272,0
4060,B64-X60,0.5,0.214,0
4061,B64-X60,0.7,0.0452,0
4062,B64-X60,0.7,0.105,0
4063,B64-X60,0.6,0.313,0
4064,B64-X60,0.9,0.432,0
4065,B64-X60,0.9,1.85,0
4066,B64-X60,1.5,2.5,1
4067,B64-X60,2.3,1.86,1
4068,B64-X60,2.9,3.81,1
4069,B64-X60,4.1,3.23,1
4070,B64-X60,5.1,4.79,1
4071,B64-X60,6.6,3.15,1
4072,B64-X60,7.6,5.04,1
4073,B64-X60,9.2,5.4,1
4074,B64-X60,10.9,3.52,1
4075,B64-X60,12,5.87,1
4076,B64-X60,13.9,5.93,1
4077,B64-X60,15.8,3.48,1
4078,B64-X60,16.9,4.7,1
4079,B64-X60,18.4,4.8,1
4080,B64-X60,19.9,3.15,1
4081,B64-X60,20.9,5.2,1
4082,B64-X60,22.5,5.1,1
4083,B64-X60,24.1,3.52,1
4084,B64-X60,25.1,4.78,1
4085,B64-X60,26.6,4.41,1
4086,B64-X60,28,3.47,1
4087,B64-X60,29.1,5.99,1
4088,B64-X60,31,5.13,1
4089,B64-X60,32.6,3.27,1
4090,B64-X60,33.5,5.69,1
4091,B64-X60,35.3,4.65,1
4092,B64-X60,36.7,3.42,1
4093,B64-X60,37.7,4.99,1
4094,B64-X60,39.3,2.83,1
4095,B64-X60,40.2,1.19,2
4096,B64-X60,40.4,0.227,2
4097,B64-X60,40.5,0.923,2
4098,B64-X60,39.7,0.416,2
4099,B64-X60,40.1,0.201,2
4100,B64-X60,40,1.05,2
4101,B64-X60,39,3.5,2
4102,B64-X60,42.3,0.699,2
4103,B64-X60,42.3,0.586,2
4104,B64-X60,42.2,0.236,2
4105,B64-X60,42.1,0.635,2
4106,B64-X60,42.7,2,2
4107,B64-X60,42.6,0.529,2
4108,B64-X60,43.1,0.356,2
4109,B64-X60,43.1,0.0713,2
4110,B64-X60,43.1,0.475,2
4111,B64-X60,42.8,0.998,2
4112,B64-X60,42.2,0.673,2
4113,B64-X60,41.7,1.88,2
4114,B64-X60,43.5,1.2,2
4115,B64-X60,42.9,0.222,2
4116,B64-X60,42.7,0.564,2
4117,B64-X60,42.2,1.27,2
4118,B64-X60,42.6,0.314,2
4119,B64-X60,42.3,0.422,2
4120,B64-X60,41.9,1.84,2
4121,B64-X60,43.6,0.473,2
4122,B64-X60,43.2,0.567,2
4123,B64-X60,42.7,0.126,2
4124,B64-X60,42.8,0.126,2
4125,B64-X60,42.9,0.822,2
4126,B64-X60,42.4,0.378,2
4127,B64-X60,42.1,0.471,2
4128,B64-X60,41.9,0.836,2
4129,B64-X60,41.3,0.849,2
4130,B64-X60,42.1,0.765,2
4131,B64-X60,42.8,0.297,2
4132,B64-X60,43,0.209,2
4133,B64-X60,43.2,1.11,2
4134,B64-X60,42.7,0.608,2
4135,B64-X60,42.5,0.805,2
4136,B64-X60,43.1,1.25,2
4137,B64-X60,43.7,0.178,2
4138,B64-X60,43.6,0.377,2
4139,B64-X60,43.7,2.06,2
4140,B64-X60,42,0.234,2
4141,B64-X60,42.1,0.406,2
4142,B64-X60,41.9,1.48,2
4143,B64-X60,41.9,0.298,2
4144,B64-X60,42,0.315,2
4145,B64-X60,42.3,0.47,2
4146,B64-X60,42.6,1.17,2
4147,B64-X60,41.7,0.813,2
4148,B64-X60,42.2,0.35,2
4149,B64-X60,42.2,1.02,2
4150,B64-X60,42.9,2.15,2
4151,B64-X60,41,0.544,2
4152,B64-X60,41.5,0.422,2
4153,B64-X60,41.9,0.529,2
4154,B64-X60,42.4,0.649,2
4155,B64-X60,43,1.79,2
4156,B64-X60,41.3,0.404,2
4157,B64-X60,41.5,0.52,2
4158,B64-X60,41.8,0.522,2
4159,B64-X60,42.3,0.576,2
4160,B64-X60,42.2,0.59,2
4161,B64-X60,42.5,2.5,2
4162,B64-X60,40.4,1.01,2
4163,B64-X60,41.1,1.11,2
4164,B64-X60,41.2,0.592,2
4165,B64-X60,41,0.715,2
4166,B64-X60,41.5,0.749,2
4167,B64-X60,42.2,0.528,2
4168,B64-X60,42.5,2.07,2
4169,B64-X60,40.7,2.81,3
4170,B64-X60,38.8,0.249,3
4171,B64-X60,39,2.03,3
4172,B64-X60,37.1,0.378,3
4173,B64-X60,37.1,1.69,3
4174,B64-X60,35.5,0.498,3
4175,B64-X60,35.6,0.16,3
4176,B64-X60,35.5,0.209,3
4177,B64-X60,35.3,0.121,3
4178,B64-X60,35.4,0.318,3
4179,B64-X60,35.7,0.22,3
4180,B64-X60,35.9,0.247,3
4181,B64-X60,36.1,0.124,3
4182,B64-X60,36.2,0.124,3
4183,B64-X60,36.2,0.157,3
4184,B64-X60,36.3,0.157,3
4185,B64-X65,0,1.05,0
4186,B64-X65,0.37,0.333,0
4187,B64-X65,0.33,0.23,0
4188,B64-X65,0.16,0.225,0
4189,B64-X65,0.36,0.101,0
4190,B64-X65,0.32,0.239,0
4191,B64-X65,0.52,0.115,0
4192,B64-X65,0.48,0.0964,0
4193,B64-X65,0.42,0.0907,0
4194,B64-X65,0.4,0.112,0
4195,B64-X65,0.3,0.0332,0
4196,B64-X65,0.3,0.0349,0
4197,B64-X65,0.3,0.112,0
4198,B64-X65,0.4,0.21,0
4199,B64-X65,0.2,0.105,0
4200,B64-X65,0.1,0.417,0
4201,B64-X65,0.5,0.737,0
4202,B64-X65,1.2,0.173,0
4203,B64-X65,1.1,0.0909,0
4204,B64-X65,1.1,0.113,0
4205,B64-X65,1.2,0.209,0
4206,B64-X65,1,0.215,0
4207,B64-X65,1.2,0.437,0
4208,B64-X65,1.6,0.186,0
4209,B64-X65,1.7,0.123,0
4210,B64-X65,1.7,0.144,0
4211,B64-X65,1.6,0.0761,0
4212,B64-X65,1.6,0.122,0
4213,B64-X65,1.7,0.319,0
4214,B64-X65,1.4,0.115,0
4215,B64-X65,1.3,0.214,0
4216,B64-X65,1.5,0.0335,0
4217,B64-X65,1.5,0.314,0
4218,B64-X65,1.2,0.0232,0
4219,B64-X65,1.2,0.107,0
4220,B64-X65,1.3,0.105,0
4221,B64-X65,1.2,0.314,0
4222,B64-X65,1.5,0.111,0
4223,B64-X65,1.4,0.0389,0
4224,B64-X65,1.4,0.0313,0
4225,B64-X65,1.4,0.0163,0
4226,B64-X65,1.4,0.417,0
4227,B64-X65,1,0.835,0
4228,B64-X65,1.8,0.123,0
4229,B64-X65,1.7,0.121,0
4230,B64-X65,1.8,0.424,0
4231,B64-X65,2.2,0.228,0
4232,B64-X65,2.4,0.227,0
4233,B64-X65,2.2,0.224,0
4234,B64-X65,2.4,0.123,0
4235,B64-X65,2.3,0.107,0
4236,B64-X65,2.2,1.36,0
4237,B64-X65,0.9,0.417,0
4238,B64-X65,0.5,0.417,0
4239,B64-X65,0.9,0.314,0
4240,B64-X65,1.2,3.23,0
4241,B64-X65,4.3,4.73,1
4242,B64-X65,8.8,2.81,1
4243,B64-X65,11.3,2.96,1
4244,B64-X65,14,1.14,1
4245,B64-X65,13.1,1.64,1
4246,B64-X65,14.6,0.837,1
4247,B64-X65,15.3,0.897,1
4248,B64-X65,14.5,0.271,2
4249,B64-X65,14.5,0.393,2
4250,B64-X65,14.2,0.549,2
4251,B64-X65,13.7,0.328,2
4252,B64-X65,13.4,0.227,2
4253,B64-X65,13.2,0.33,2
4254,B64-X65,12.9,0.147,2
4255,B64-X65,13,0.328,2
4256,B64-X65,12.7,1.46,2
4257,B64-X65,11.3,2.71,3
4258,B64-X65,8.7,2.3,3
4259,B64-X65,6.5,1.36,3
4260,B64-X65,5.2,2.19,3
4261,B64-X65,3.1,0.313,3
4262,B64-X65,2.8,0.209,3
4263,B64-X65,3,0.418,3
4264,B64-X65,2.6,0.522,3
4265,B64-X65,2.1,0.209,3
4266,B64-X65,1.9,0.00519,3
4267,B64-X65,1.9,0.209,3
4268,B64-X65,1.7,0.417,3
4269,B64-X65,2.1,0.0134,3
4270,B64-X65,2.1,0.0134,3
4271,B64-X65,2.1,0.0134,3
4272,B64-X67,0,0.323,0
4273,B64-X67,0.2,0.000374,0
4274,B64-X67,0.2,0.00223,0
4275,B64-X67,0.2,0.111,0
4276,B64-X67,0.3,0.00618,0
4277,B64-X67,0.3,0.645,0
4278,B64-X67,0.9,2.89,0
4279,B64-X67,1.8,3.62,1
4280,B64-X67,2.9,4.08,1
4281,B64-X67,4.2,3.51,1
4282,B64-X67,5.3,3.38,1
4283,B64-X67,6.1,4.06,1
4284,B64-X67,7.3,2.8,1
4285,B64-X67,8.2,2.79,1
4286,B64-X67,9.1,2.89,1
4287,B64-X67,10,3.49,1
4288,B64-X67,11.1,4.79,1
4289,B64-X67,12.6,3.5,1
4290,B64-X67,13.7,5.67,1
4291,B64-X67,15.5,5.64,1
4292,B64-X67,17.3,3.41,1
4293,B64-X67,18.4,4.49,1
4294,B64-X67,19.8,3.74,1
4295,B64-X67,21,3.49,1
4296,B64-X67,22.1,3.73,1
4297,B64-X67,23.3,4.34,1
4298,B64-X67,24.6,3.44,1
4299,B64-X67,25.6,5.95,1
4300,B64-X67,27.4,4.37,1
4301,B64-X67,28.8,3.44,1
4302,B64-X67,29.4,5.04,1
4303,B64-X67,31,3.43,1
4304,B64-X67,32.1,4.15,1
4305,B64-X67,33.4,3.93,1
4306,B64-X67,34.6,3.45,1
4307,B64-X67,35.6,3.33,1
4308,B64-X67,36.1,5.3,1
4309,B64-X67,37.8,5.11,1
4310,B64-X67,39.3,3.49,1
4311,B64-X67,40.4,4.45,1
4312,B64-X67,41.8,3.9,1
4313,B64-X67,43,1.7,1
4314,B64-X67,42.5,1.99,2
4315,B64-X67,42.3,1.59,2
4316,B64-X67,42.5,0,2
4317,B64-X67,42.5,1.13,2
4318,B64-X67,42.1,0.811,2
4319,B64-X67,41.7,0.175,2
4320,B64-X67,41.8,0.0698,2
4321,B64-X67,41.8,0.14,2
4322,B64-X67,41.8,0.299,2
4323,B64-X67,42,0.25,2
4324,B64-X67,42.2,0.467,2
4325,B64-X67,41.8,0.254,2
4326,B64-X67,41.6,0.401,2
4327,B64-X67,41.4,0.293,2
4328,B64-X67,41.2,2.96,2
4329,B64-X67,38.4,0.451,2
4330,B64-X67,38.7,1.85,2
4331,B64-X67,40,1.84,2
4332,B64-X67,41.6,0.722,2
4333,B64-X67,41.4,0.174,2
4334,B64-X67,41.5,1.18,2
4335,B64-X67,42.6,0.126,2
4336,B64-X67,42.7,1.92,2
4337,B64-X67,43.2,0.798,2
4338,B64-X67,43.3,0.104,2
4339,B64-X67,43.4,0.105,2
4340,B64-X67,43.5,1.83,2
4341,B64-X67,41.8,0.223,2
4342,B64-X67,42,0.472,2
4343,B64-X67,41.7,0.545,2
4344,B64-X67,42.2,0.729,2
4345,B64-X67,42,0.224,2
4346,B64-X67,42.2,0.843,2
4347,B64-X67,41.6,0.417,2
4348,B64-X67,41.6,0.934,2
4349,B64-X67,40.8,0.951,2
4350,B64-X67,39.9,1.21,2
4351,B64-X67,40.9,0.508,2
4352,B64-X67,40.6,0.322,2
4353,B64-X67,40.3,0.335,2
4354,B64-X67,40.3,1.05,2
4355,B64-X67,41.3,1.36,2
4356,B64-X67,42.6,0.726,2
4357,B64-X67,43.3,0.482,2
4358,B64-X67,43.6,1.78,2
4359,B64-X67,44.3,0.522,2
4360,B64-X67,44.2,1.05,2
4361,B64-X67,43.2,1.15,2
4362,B64-X67,42.1,0.42,2
4363,B64-X67,41.7,0.632,2
4364,B64-X67,41.1,0.252,2
4365,B64-X67,40.9,0.898,2
4366,B64-X67,40.9,0.901,2
4367,B64-X67,40.8,0.399,2
4368,B64-X67,40.6,0.124,2
4369,B64-X67,40.5,0.668,2
4370,B64-X67,41,0.829,2
4371,B64-X67,41.8,1.06,2
4372,B64-X67,42.6,0.843,2
4373,B64-X67,42.9,2.62,2
4374,B64-X67,41.1,1.28,2
4375,B64-X67,42.3,0.586,2
4376,B64-X67,42,0.811,2
4377,B64-X67,41.3,0.101,2
4378,B64-X67,41.4,0.916,2
4379,B64-X67,40.9,0.125,2
4380,B64-X67,40.8,0,2
4381,B64-X67,40.8,0.542,2
4382,B64-X67,40.3,1.49,2
4383,B64-X67,41.7,0.504,2
4384,B64-X67,41.3,1.05,2
4385,B64-X67,42.3,0.382,2
4386,B64-X67,42.6,0.893,2
4387,B64-X67,43,0.221,2
4388,B64-X67,43.2,0.214,2
4389,B64-X67,43.2,0.676,2
4390,B64-X67,43,0.316,2
4391,B64-X67,42.7,0.703,2
4392,B64-X67,42.4,0.866,2
4393,B64-X67,41.6,0.909,2
4394,B64-X67,42.4,0.425,2
4395,B64-X67,42,0.424,2
4396,B64-X67,41.6,0.938,2
4397,B64-X67,41,0.293,2
4398,B64-X67,40.9,0.419,2
4399,B64-X67,40.6,0.315,2
4400,B64-X67,40.3,0.21,2
4401,B64-X67,40.5,0.346,2
4402,B64-X67,40.7,0.313,2
4403,B64-X67,41,0.418,2
4404,B64-X67,41.3,0.104,2
4405,B64-X67,41.4,0.209,2
4406,B64-X67,41.5,0,2
4407,B64-X67,41.5,0,2
4408,B64-X69,0,0.404,0
4409,B64-X69,0.4,0.512,0
4410,B64-X69,0.9,0.219,0
4411,B64-X69,0.7,0.114,0
4412,B64-X69,0.6,0.822,0
4413,B64-X69,1.3,0.147,0
4414,B64-X69,1.2,0.119,0
4415,B64-X69,1.2,0.219,0
4416,B64-X69,1.4,0.113,0
4417,B64-X69,1.5,0.212,0
4418,B64-X69,1.7,0.00686,0
4419,B64-X69,1.7,0.445,0
4420,B64-X69,1.27,0.0636,0
4421,B64-X69,1.33,0.064,0
4422,B64-X69,1.39,0.0645,0
4423,B64-X69,1.45,0.264,0
4424,B64-X69,1.68,0.259,0
4425,B64-X69,1.89,1.39,0
4426,B64-X69,3.21,4.48,1
4427,B64-X69,4.64,4.63,1
4428,B64-X69,6.1,4.39,1
4429,B64-X69,7.51,4.56,1
4430,B64-X69,8.97,5.04,1
4431,B64-X69,10.58,4.16,1
4432,B64-X69,11.91,4.36,1
4433,B64-X69,13.27,4.94,1
4434,B64-X69,14.79,4.04,1
4435,B64-X69,16,4.72,1
4436,B64-X69,17.49,5.06,1
4437,B64-X69,19.09,4.51,1
4438,B64-X69,20.48,5.11,1
4439,B64-X69,22.08,5.06,1
4440,B64-X69,23.65,4.61,1
4441,B64-X69,25.05,5.11,1
4442,B64-X69,26.69,5.47,1
4443,B64-X69,28.41,4.98,1
4444,B64-X69,29.97,3.9,1
4445,B64-X69,31.21,3.89,1
4446,B64-X69,32.45,3.93,1
4447,B64-X69,33.71,3.7,1
4448,B64-X69,37.22,3.13,1
4449,B64-X69,38.32,0.345,2
4450,B64-X69,38.1,0.0973,2
4451,B64-X69,38.03,0.258,2
4452,B64-X69,38.01,2.73,2
4453,B64-X69,35.82,0.386,2
4454,B64-X69,35.59,0.231,2
4455,B64-X69,35.4,0.166,2
4456,B64-X69,35.24,0.296,2
4457,B64-X69,34.98,0.249,2
4458,B64-X69,34.75,0.219,2
4459,B64-X69,34.54,0.426,2
4460,B64-X69,34.12,0.379,2
4461,B64-X69,33.76,0.376,2
4462,B64-X69,33.4,1.01,2
4463,B64-X69,34.37,1.05,2
4464,B64-X69,35.38,0.324,2
4465,B64-X69,35.64,0.333,2
4466,B64-X69,35.91,0.295,2
4467,B64-X69,36.17,0.46,2
4468,B64-X69,36.61,0.463,2
4469,B64-X69,37.05,0.94,2
4470,B64-X69,37.01,1.64,2
4471,B64-X69,36.96,0.207,2
4472,B64-X69,37.12,0.112,2
4473,B64-X69,37.21,0.235,2
4474,B64-X69,37.4,0.778,2
4475,B64-X69,38.14,0.785,2
4476,B64-X69,38.87,1.93,2
4477,B64-X69,37.03,1.02,2
4478,B64-X69,36.08,0.352,2
4479,B64-X69,36.37,0.457,2
4480,B64-X69,36.74,0.545,2
4481,B64-X69,37.23,0.722,2
4482,B64-X69,37.88,1.4,2
4483,B64-X69,36.78,1.6,2
4484,B64-X69,35.24,0.794,2
4485,B64-X69,35.55,0.821,2
4486,B64-X69,36.34,0.597,2
4487,B64-X69,36.91,0.494,2
4488,B64-X69,37.35,1.25,2
4489,B64-X69,36.2,0.691,2
4490,B64-X69,36.82,0.749,2
4491,B64-X69,37.44,1.63,2
4492,B64-X69,38.96,2.45,2
4493,B64-X69,36.61,0.373,2
4494,B64-X69,36.3,0.206,2
4495,B64-X69,36.21,0.154,2
4496,B64-X69,36.12,0.694,2
4497,B64-X69,35.71,0.649,2
4498,B64-X69,35.29,1.55,2
4499,B64-X69,35.95,0.228,2
4500,B64-X69,35.82,0.79,2
4501,B64-X69,35.07,0.936,2
4502,B64-X69,34.19,0.987,3
4503,B64-X69,33.3,0.663,3
4504,B64-X69,32.67,0.666,3
4505,B64-X69,32.04,1.55,3
4506,B64-X69,30.55,1.6,3
4507,B64-X69,29.05,1.7,3
4508,B64-X69,27.42,2.01,3
4509,B64-X69,25.62,0.186,3
4510,B64-X69,25.57,0.723,3
4511,B64-X69,24.96,1.3,3
4512,B64-X69,23.73,1.27,3
4513,B64-X69,22.5,0.303,3
4514,B64-X69,22.32,0.39,3
4515,B64-X69,22.66,0.335,3
4516,B64-X69,22.98,0.366,3
4517,B64-X69,22.63,0.13,3
4518,B64-X69,22.55,0.107,3
4519,B64-X69,22.52,0.371,3
4520,B64-X69,22.28,0.305,3
4521,B64-X69,22.46,0.44,3
4522,B64-X69,22.5,0.419,3
4523,B64-X69,22.87,0.376,3
4524,B64-X69,23.23,0.476,3
4525,B64-X69,23.68,0.498,3
4526,B64-X69,23.99,0.764,3
4527,B64-X69,24.48,0,3
4528,B64-X69,24.48,0,3
4529,B64-X76,0,0.312,0
4530,B64-X76,0.31,0.0849,0
4531,B64-X76,0.26,0.429,0
4532,B64-X76,0.57,0.0586,0
4533,B64-X76,0.62,0.0581,0
4534,B64-X76,0.57,0.194,0
4535,B64-X76,0.42,0.186,0
4536,B64-X76,0.26,0.162,0
4537,B64-X76,0.4,0.19,0
4538,B64-X76,0.53,1.31,0
4539,B64-X76,1.54,0.0798,0
4540,B64-X76,1.5,0.0249,0
